27 - Adjusted net intake rate to the first grade of primary education  by sex

Indicator Name,Region,Country Code,Country,Year,Sex,Value,LowerBound,UpperBound,NatureDataID,OriginDataID,Footnote1,Footnote2,Footnote3,Footnote4,Footnote5,Footnote6,Coverage
Adjusted net intake rate to the first grade of primary education  by sex,Southern Asia,64,Bhutan,2005,Male,38.32,-,-,1,9,Data extracted via UNESCO API on: 2017-06-21T18:11:58,0,0,0,0,-,0
Adjusted net intake rate to the first grade of primary education  by sex,Southern Asia,64,Bhutan,2005,Both sexes,38.01,-,-,1,9,Data extracted via UNESCO API on: 2017-06-21T18:12:02,0,0,0,0,-,0
Adjusted net intake rate to the first grade of primary education  by sex,Southern Asia,64,Bhutan,2009,Female,60.74,-,-,1,9,Data extracted via UNESCO API on: 2017-06-21T18:11:55,0,0,0,0,-,0
Adjusted net intake rate to the first grade of primary education  by sex,Southern Asia,64,Bhutan,2009,Male,59.18,-,-,1,9,Data extracted via UNESCO API on: 2017-06-21T18:11:58,0,0,0,0,-,0
Adjusted net intake rate to the first grade of primary education  by sex,Southern Asia,64,Bhutan,2009,Both sexes,59.95,-,-,1,9,Data extracted via UNESCO API on: 2017-06-21T18:12:02,0,0,0,0,-,0
Adjusted net intake rate to the first grade of primary education  by sex,Southern Asia,64,Bhutan,2010,Female,70.67,-,-,1,9,Data extracted via UNESCO API on: 2017-06-21T18:11:55,0,0,0,0,-,0
Adjusted net intake rate to the first grade of primary education  by sex,Southern Asia,64,Bhutan,2010,Male,69.68,-,-,1,9,Data extracted via UNESCO API on: 2017-06-21T18:11:58,0,0,0,0,-,0
Adjusted net intake rate to the first grade of primary education  by sex,Southern Asia,64,Bhutan,2010,Both sexes,70.17,-,-,1,9,Data extracted via UNESCO API on: 2017-06-21T18:12:02,0,0,0,0,-,0
Adjusted net intake rate to the first grade of primary education  by sex,Southern Asia,64,Bhutan,1998,Female,21.14,-,-,1,9,Data extracted via UNESCO API on: 2017-06-21T18:11:54,0,0,0,0,-,0
Adjusted net intake rate to the first grade of primary education  by sex,Southern Asia,64,Bhutan,1998,Male,23.61,-,-,1,9,Data extracted via UNESCO API on: 2017-06-21T18:11:57,0,0,0,0,-,0
Adjusted net intake rate to the first grade of primary education  by sex,Southern Asia,64,Bhutan,1998,Both sexes,22.38,-,-,1,9,Data extracted via UNESCO API on: 2017-06-21T18:12:01,0,0,0,0,-,0
Adjusted net intake rate to the first grade of primary education  by sex,Southern Asia,64,Bhutan,2001,Female,27.17,-,-,1,9,Data extracted via UNESCO API on: 2017-06-21T18:11:54,0,0,0,0,-,0
Adjusted net intake rate to the first grade of primary education  by sex,Southern Asia,64,Bhutan,2001,Male,27.52,-,-,1,9,Data extracted via UNESCO API on: 2017-06-21T18:11:57,0,0,0,0,-,0
Adjusted net intake rate to the first grade of primary education  by sex,Southern Asia,64,Bhutan,2001,Both sexes,27.34,-,-,1,9,Data extracted via UNESCO API on: 2017-06-21T18:12:02,0,0,0,0,-,0
Adjusted net intake rate to the first grade of primary education  by sex,Southern Asia,64,Bhutan,2006,Female,47.07,-,-,1,9,Data extracted via UNESCO API on: 2017-06-21T18:11:54,0,0,0,0,-,0
Adjusted net intake rate to the first grade of primary education  by sex,Southern Asia,64,Bhutan,2006,Male,49.35,-,-,1,9,Data extracted via UNESCO API on: 2017-06-21T18:11:58,0,0,0,0,-,0
Adjusted net intake rate to the first grade of primary education  by sex,Southern Asia,64,Bhutan,2006,Both sexes,48.23,-,-,1,9,Data extracted via UNESCO API on: 2017-06-21T18:12:02,0,0,0,0,-,0
Adjusted net intake rate to the first grade of primary education  by sex,Southern Asia,64,Bhutan,2011,Female,66.49,-,-,1,9,Data extracted via UNESCO API on: 2017-06-21T18:11:55,0,0,0,0,-,0
Adjusted net intake rate to the first grade of primary education  by sex,Southern Asia,64,Bhutan,2011,Male,64.65,-,-,1,9,Data extracted via UNESCO API on: 2017-06-21T18:11:58,0,0,0,0,-,0
Adjusted net intake rate to the first grade of primary education  by sex,Southern Asia,64,Bhutan,2011,Both sexes,65.56,-,-,1,9,Data extracted via UNESCO API on: 2017-06-21T18:12:02,0,0,0,0,-,0
Adjusted net intake rate to the first grade of primary education  by sex,Southern Asia,64,Bhutan,2012,Female,62.08,-,-,1,9,Data extracted via UNESCO API on: 2017-06-21T18:11:55,0,0,0,0,-,0
Adjusted net intake rate to the first grade of primary education  by sex,Southern Asia,64,Bhutan,2012,Male,63.03,-,-,1,9,Data extracted via UNESCO API on: 2017-06-21T18:11:58,0,0,0,0,-,0
Adjusted net intake rate to the first grade of primary education  by sex,Southern Asia,64,Bhutan,2012,Both sexes,62.57,-,-,1,9,Data extracted via UNESCO API on: 2017-06-21T18:12:02,0,0,0,0,-,0
Adjusted net intake rate to the first grade of primary education  by sex,Southern Asia,64,Bhutan,2013,Female,70.32,-,-,1,9,Data extracted via UNESCO API on: 2017-06-21T18:11:55,0,0,0,0,-,0
Adjusted net intake rate to the first grade of primary education  by sex,Southern Asia,64,Bhutan,2013,Male,70.44,-,-,1,9,Data extracted via UNESCO API on: 2017-06-21T18:11:58,0,0,0,0,-,0
Adjusted net intake rate to the first grade of primary education  by sex,Southern Asia,64,Bhutan,2013,Both sexes,70.38,-,-,1,9,Data extracted via UNESCO API on: 2017-06-21T18:12:02,0,0,0,0,-,0
Adjusted net intake rate to the first grade of primary education  by sex,Southern Asia,64,Bhutan,2014,Female,80.5,-,-,1,9,Data extracted via UNESCO API on: 2017-06-21T18:11:55,0,0,0,0,-,0
Adjusted net intake rate to the first grade of primary education  by sex,Southern Asia,64,Bhutan,2014,Male,82.66,-,-,1,9,Data extracted via UNESCO API on: 2017-06-21T18:11:58,0,0,0,0,-,0
Adjusted net intake rate to the first grade of primary education  by sex,Southern Asia,64,Bhutan,2014,Both sexes,81.59,-,-,1,9,Data extracted via UNESCO API on: 2017-06-21T18:12:02,0,0,0,0,-,0
Adjusted net intake rate to the first grade of primary education  by sex,Southern Asia,144,Sri Lanka,2003,Female,93.24,-,-,1,9,Data extracted via UNESCO API on: 2017-06-21T18:11:54,0,0,0,0,-,0
Adjusted net intake rate to the first grade of primary education  by sex,Southern Asia,144,Sri Lanka,2003,Male,93.42,-,-,1,9,Data extracted via UNESCO API on: 2017-06-21T18:11:57,0,0,0,0,-,0
Adjusted net intake rate to the first grade of primary education  by sex,Southern Asia,144,Sri Lanka,2003,Both sexes,93.33,-,-,1,9,Data extracted via UNESCO API on: 2017-06-21T18:12:02,0,0,0,0,-,0
Adjusted net intake rate to the first grade of primary education  by sex,Southern Asia,144,Sri Lanka,2008,Female,92.44,-,-,1,9,Data extracted via UNESCO API on: 2017-06-21T18:11:55,0,0,0,0,-,0
Adjusted net intake rate to the first grade of primary education  by sex,Southern Asia,144,Sri Lanka,2008,Male,92.91,-,-,1,9,Data extracted via UNESCO API on: 2017-06-21T18:11:58,0,0,0,0,-,0
Adjusted net intake rate to the first grade of primary education  by sex,Southern Asia,144,Sri Lanka,2008,Both sexes,92.68,-,-,1,9,Data extracted via UNESCO API on: 2017-06-21T18:12:02,0,0,0,0,-,0
Adjusted net intake rate to the first grade of primary education  by sex,Southern Asia,144,Sri Lanka,2005,Female,94.14,-,-,1,9,Data extracted via UNESCO API on: 2017-06-21T18:11:54,0,0,0,0,-,0
Adjusted net intake rate to the first grade of primary education  by sex,Southern Asia,144,Sri Lanka,2005,Male,94.28,-,-,1,9,Data extracted via UNESCO API on: 2017-06-21T18:11:58,0,0,0,0,-,0
Adjusted net intake rate to the first grade of primary education  by sex,Southern Asia,144,Sri Lanka,2005,Both sexes,94.21,-,-,1,9,Data extracted via UNESCO API on: 2017-06-21T18:12:02,0,0,0,0,-,0
Adjusted net intake rate to the first grade of primary education  by sex,Southern Asia,144,Sri Lanka,2007,Female,95.97,-,-,1,9,Data extracted via UNESCO API on: 2017-06-21T18:11:54,0,0,0,0,-,0
Adjusted net intake rate to the first grade of primary education  by sex,Southern Asia,144,Sri Lanka,2007,Male,96.58,-,-,1,9,Data extracted via UNESCO API on: 2017-06-21T18:11:58,0,0,0,0,-,0
Adjusted net intake rate to the first grade of primary education  by sex,Southern Asia,144,Sri Lanka,2007,Both sexes,96.28,-,-,1,9,Data extracted via UNESCO API on: 2017-06-21T18:12:02,0,0,0,0,-,0
Adjusted net intake rate to the first grade of primary education  by sex,Southern Asia,144,Sri Lanka,2009,Female,90.77,-,-,1,9,Data extracted via UNESCO API on: 2017-06-21T18:11:55,0,0,0,0,-,0
Adjusted net intake rate to the first grade of primary education  by sex,Southern Asia,144,Sri Lanka,2009,Male,92.15,-,-,1,9,Data extracted via UNESCO API on: 2017-06-21T18:11:58,0,0,0,0,-,0
Adjusted net intake rate to the first grade of primary education  by sex,Southern Asia,144,Sri Lanka,2009,Both sexes,91.47,-,-,1,9,Data extracted via UNESCO API on: 2017-06-21T18:12:02,0,0,0,0,-,0
Adjusted net intake rate to the first grade of primary education  by sex,Southern Asia,144,Sri Lanka,2010,Female,91.36,-,-,1,9,Data extracted via UNESCO API on: 2017-06-21T18:11:55,0,0,0,0,-,0
Adjusted net intake rate to the first grade of primary education  by sex,Southern Asia,144,Sri Lanka,2010,Male,92.95,-,-,1,9,Data extracted via UNESCO API on: 2017-06-21T18:11:58,0,0,0,0,-,0
Adjusted net intake rate to the first grade of primary education  by sex,Southern Asia,144,Sri Lanka,2010,Both sexes,92.16,-,-,1,9,Data extracted via UNESCO API on: 2017-06-21T18:12:02,0,0,0,0,-,0
Adjusted net intake rate to the first grade of primary education  by sex,Southern Asia,144,Sri Lanka,2001,Female,95.15,-,-,1,9,Data extracted via UNESCO API on: 2017-06-21T18:11:54,0,0,0,0,-,0
Adjusted net intake rate to the first grade of primary education  by sex,Southern Asia,144,Sri Lanka,2001,Male,94.88,-,-,1,9,Data extracted via UNESCO API on: 2017-06-21T18:11:57,0,0,0,0,-,0
Adjusted net intake rate to the first grade of primary education  by sex,Southern Asia,144,Sri Lanka,2001,Both sexes,95.01,-,-,1,9,Data extracted via UNESCO API on: 2017-06-21T18:12:02,0,0,0,0,-,0
Adjusted net intake rate to the first grade of primary education  by sex,Southern Asia,144,Sri Lanka,2004,Female,93.01,-,-,1,9,Data extracted via UNESCO API on: 2017-06-21T18:11:54,0,0,0,0,-,0
Adjusted net intake rate to the first grade of primary education  by sex,Southern Asia,144,Sri Lanka,2004,Male,87.15,-,-,1,9,Data extracted via UNESCO API on: 2017-06-21T18:11:58,0,0,0,0,-,0
Adjusted net intake rate to the first grade of primary education  by sex,Southern Asia,144,Sri Lanka,2004,Both sexes,90.03,-,-,1,9,Data extracted via UNESCO API on: 2017-06-21T18:12:02,0,0,0,0,-,0
Adjusted net intake rate to the first grade of primary education  by sex,Southern Asia,144,Sri Lanka,2006,Female,95.18,-,-,1,9,Data extracted via UNESCO API on: 2017-06-21T18:11:54,0,0,0,0,-,0
Adjusted net intake rate to the first grade of primary education  by sex,Southern Asia,144,Sri Lanka,2006,Male,95.96,-,-,1,9,Data extracted via UNESCO API on: 2017-06-21T18:11:58,0,0,0,0,-,0
Adjusted net intake rate to the first grade of primary education  by sex,Southern Asia,144,Sri Lanka,2006,Both sexes,95.57,-,-,1,9,Data extracted via UNESCO API on: 2017-06-21T18:12:02,0,0,0,0,-,0
Adjusted net intake rate to the first grade of primary education  by sex,Southern Asia,144,Sri Lanka,2011,Female,90.55,-,-,1,9,Data extracted via UNESCO API on: 2017-06-21T18:11:55,0,0,0,0,-,0
Adjusted net intake rate to the first grade of primary education  by sex,Southern Asia,144,Sri Lanka,2011,Male,92.93,-,-,1,9,Data extracted via UNESCO API on: 2017-06-21T18:11:58,0,0,0,0,-,0
Adjusted net intake rate to the first grade of primary education  by sex,Southern Asia,144,Sri Lanka,2011,Both sexes,91.75,-,-,1,9,Data extracted via UNESCO API on: 2017-06-21T18:12:02,0,0,0,0,-,0
Adjusted net intake rate to the first grade of primary education  by sex,Southern Asia,144,Sri Lanka,2002,Female,96.72,-,-,1,9,Data extracted via UNESCO API on: 2017-06-21T18:11:54,0,0,0,0,-,0
Adjusted net intake rate to the first grade of primary education  by sex,Southern Asia,144,Sri Lanka,2002,Male,96.08,-,-,1,9,Data extracted via UNESCO API on: 2017-06-21T18:11:57,0,0,0,0,-,0
Adjusted net intake rate to the first grade of primary education  by sex,Southern Asia,144,Sri Lanka,2002,Both sexes,96.4,-,-,1,9,Data extracted via UNESCO API on: 2017-06-21T18:12:02,0,0,0,0,-,0
Adjusted net intake rate to the first grade of primary education  by sex,Southern Asia,144,Sri Lanka,2012,Female,93.69,-,-,1,9,Data extracted via UNESCO API on: 2017-06-21T18:11:55,0,0,0,0,-,0
Adjusted net intake rate to the first grade of primary education  by sex,Southern Asia,144,Sri Lanka,2012,Male,95.67,-,-,1,9,Data extracted via UNESCO API on: 2017-06-21T18:11:58,0,0,0,0,-,0
Adjusted net intake rate to the first grade of primary education  by sex,Southern Asia,144,Sri Lanka,2012,Both sexes,94.69,-,-,1,9,Data extracted via UNESCO API on: 2017-06-21T18:12:02,0,0,0,0,-,0
Adjusted net intake rate to the first grade of primary education  by sex,Southern Asia,144,Sri Lanka,2013,Female,96.45,-,-,1,9,Data extracted via UNESCO API on: 2017-06-21T18:11:55,0,0,0,0,-,0
Adjusted net intake rate to the first grade of primary education  by sex,Southern Asia,144,Sri Lanka,2013,Male,98.17,-,-,1,9,Data extracted via UNESCO API on: 2017-06-21T18:11:58,0,0,0,0,-,0
Adjusted net intake rate to the first grade of primary education  by sex,Southern Asia,144,Sri Lanka,2013,Both sexes,97.32,-,-,1,9,Data extracted via UNESCO API on: 2017-06-21T18:12:02,0,0,0,0,-,0
Adjusted net intake rate to the first grade of primary education  by sex,Southern Asia,144,Sri Lanka,2014,Female,96.51,-,-,1,9,Data extracted via UNESCO API on: 2017-06-21T18:11:55,0,0,0,0,-,0
Adjusted net intake rate to the first grade of primary education  by sex,Southern Asia,144,Sri Lanka,2014,Male,97.62,-,-,1,9,Data extracted via UNESCO API on: 2017-06-21T18:11:58,0,0,0,0,-,0
Adjusted net intake rate to the first grade of primary education  by sex,Southern Asia,144,Sri Lanka,2014,Both sexes,97.07,-,-,1,9,Data extracted via UNESCO API on: 2017-06-21T18:12:02,0,0,0,0,-,0
Adjusted net intake rate to the first grade of primary education  by sex,Southern Asia,144,Sri Lanka,2015,Female,94.53,-,-,1,9,Data extracted via UNESCO API on: 2017-06-21T18:11:55,0,0,0,0,-,0
Adjusted net intake rate to the first grade of primary education  by sex,Southern Asia,144,Sri Lanka,2015,Male,95.35,-,-,1,9,Data extracted via UNESCO API on: 2017-06-21T18:11:58,0,0,0,0,-,0
Adjusted net intake rate to the first grade of primary education  by sex,Southern Asia,144,Sri Lanka,2015,Both sexes,94.94,-,-,1,9,Data extracted via UNESCO API on: 2017-06-21T18:12:02,0,0,0,0,-,0
Adjusted net intake rate to the first grade of primary education  by sex,Southern Asia,356,India,2003,Female,99.09,-,-,1,9,Data extracted via UNESCO API on: 2017-06-21T18:11:54,0,0,0,0,-,0
Adjusted net intake rate to the first grade of primary education  by sex,Southern Asia,356,India,2003,Male,100,-,-,1,9,Data extracted via UNESCO API on: 2017-06-21T18:11:57,0,0,0,0,-,0
Adjusted net intake rate to the first grade of primary education  by sex,Southern Asia,356,India,2003,Both sexes,99.57,-,-,1,9,Data extracted via UNESCO API on: 2017-06-21T18:12:02,0,0,0,0,-,0
Adjusted net intake rate to the first grade of primary education  by sex,Southern Asia,356,India,2008,Female,94.12,-,-,3,9,Data extracted via UNESCO API on: 2017-06-21T18:11:55,0,0,0,0,-,0
Adjusted net intake rate to the first grade of primary education  by sex,Southern Asia,356,India,2008,Male,93.72,-,-,3,9,Data extracted via UNESCO API on: 2017-06-21T18:11:58,0,0,0,0,-,0
Adjusted net intake rate to the first grade of primary education  by sex,Southern Asia,356,India,2008,Both sexes,93.91,-,-,3,9,Data extracted via UNESCO API on: 2017-06-21T18:12:02,0,0,0,0,-,0
Adjusted net intake rate to the first grade of primary education  by sex,Southern Asia,356,India,2000,Female,85.37,-,-,3,9,Data extracted via UNESCO API on: 2017-06-21T18:11:54,0,0,0,0,-,0
Adjusted net intake rate to the first grade of primary education  by sex,Southern Asia,356,India,2000,Male,100,-,-,3,9,Data extracted via UNESCO API on: 2017-06-21T18:11:57,0,0,0,0,-,0
Adjusted net intake rate to the first grade of primary education  by sex,Southern Asia,356,India,2000,Both sexes,93.04,-,-,3,9,Data extracted via UNESCO API on: 2017-06-21T18:12:02,0,0,0,0,-,0
Adjusted net intake rate to the first grade of primary education  by sex,Southern Asia,356,India,2007,Female,92.95,-,-,3,9,Data extracted via UNESCO API on: 2017-06-21T18:11:54,0,0,0,0,-,0
Adjusted net intake rate to the first grade of primary education  by sex,Southern Asia,356,India,2007,Male,95.16,-,-,3,9,Data extracted via UNESCO API on: 2017-06-21T18:11:58,0,0,0,0,-,0
Adjusted net intake rate to the first grade of primary education  by sex,Southern Asia,356,India,2007,Both sexes,94.11,-,-,3,9,Data extracted via UNESCO API on: 2017-06-21T18:12:02,0,0,0,0,-,0
Adjusted net intake rate to the first grade of primary education  by sex,Southern Asia,356,India,2009,Female,94.63,-,-,1,9,Data extracted via UNESCO API on: 2017-06-21T18:11:55,0,0,0,0,-,0
Adjusted net intake rate to the first grade of primary education  by sex,Southern Asia,356,India,2009,Male,93,-,-,1,9,Data extracted via UNESCO API on: 2017-06-21T18:11:58,0,0,0,0,-,0
Adjusted net intake rate to the first grade of primary education  by sex,Southern Asia,356,India,2009,Both sexes,93.77,-,-,1,9,Data extracted via UNESCO API on: 2017-06-21T18:12:02,0,0,0,0,-,0
Adjusted net intake rate to the first grade of primary education  by sex,Southern Asia,356,India,2010,Female,98.05,-,-,1,9,Data extracted via UNESCO API on: 2017-06-21T18:11:55,0,0,0,0,-,0
Adjusted net intake rate to the first grade of primary education  by sex,Southern Asia,356,India,2010,Male,95.79,-,-,1,9,Data extracted via UNESCO API on: 2017-06-21T18:11:58,0,0,0,0,-,0
Adjusted net intake rate to the first grade of primary education  by sex,Southern Asia,356,India,2010,Both sexes,96.86,-,-,1,9,Data extracted via UNESCO API on: 2017-06-21T18:12:02,0,0,0,0,-,0
Adjusted net intake rate to the first grade of primary education  by sex,Southern Asia,356,India,2001,Female,86.41,-,-,3,9,Data extracted via UNESCO API on: 2017-06-21T18:11:54,0,0,0,0,-,0
Adjusted net intake rate to the first grade of primary education  by sex,Southern Asia,356,India,2001,Male,100,-,-,3,9,Data extracted via UNESCO API on: 2017-06-21T18:11:57,0,0,0,0,-,0
Adjusted net intake rate to the first grade of primary education  by sex,Southern Asia,356,India,2001,Both sexes,93.54,-,-,3,9,Data extracted via UNESCO API on: 2017-06-21T18:12:02,0,0,0,0,-,0
Adjusted net intake rate to the first grade of primary education  by sex,Southern Asia,356,India,2011,Female,94.82,-,-,1,9,Data extracted via UNESCO API on: 2017-06-21T18:11:55,0,0,0,0,-,0
Adjusted net intake rate to the first grade of primary education  by sex,Southern Asia,356,India,2011,Male,92.24,-,-,1,9,Data extracted via UNESCO API on: 2017-06-21T18:11:58,0,0,0,0,-,0
Adjusted net intake rate to the first grade of primary education  by sex,Southern Asia,356,India,2011,Both sexes,93.46,-,-,1,9,Data extracted via UNESCO API on: 2017-06-21T18:12:02,0,0,0,0,-,0
Adjusted net intake rate to the first grade of primary education  by sex,Southern Asia,356,India,2002,Female,87.9,-,-,3,9,Data extracted via UNESCO API on: 2017-06-21T18:11:54,0,0,0,0,-,0
Adjusted net intake rate to the first grade of primary education  by sex,Southern Asia,356,India,2002,Male,100,-,-,3,9,Data extracted via UNESCO API on: 2017-06-21T18:11:57,0,0,0,0,-,0
Adjusted net intake rate to the first grade of primary education  by sex,Southern Asia,356,India,2002,Both sexes,94.26,-,-,3,9,Data extracted via UNESCO API on: 2017-06-21T18:12:02,0,0,0,0,-,0
Adjusted net intake rate to the first grade of primary education  by sex,Southern Asia,356,India,2012,Female,95.39,-,-,3,9,Data extracted via UNESCO API on: 2017-06-21T18:11:55,0,0,0,0,-,0
Adjusted net intake rate to the first grade of primary education  by sex,Southern Asia,356,India,2012,Male,94.34,-,-,3,9,Data extracted via UNESCO API on: 2017-06-21T18:11:58,0,0,0,0,-,0
Adjusted net intake rate to the first grade of primary education  by sex,Southern Asia,356,India,2012,Both sexes,94.84,-,-,3,9,Data extracted via UNESCO API on: 2017-06-21T18:12:02,0,0,0,0,-,0
Adjusted net intake rate to the first grade of primary education  by sex,Southern Asia,356,India,2013,Female,96.28,-,-,3,9,Data extracted via UNESCO API on: 2017-06-21T18:11:55,0,0,0,0,-,0
Adjusted net intake rate to the first grade of primary education  by sex,Southern Asia,356,India,2013,Male,95.32,-,-,3,9,Data extracted via UNESCO API on: 2017-06-21T18:11:58,0,0,0,0,-,0
Adjusted net intake rate to the first grade of primary education  by sex,Southern Asia,356,India,2013,Both sexes,95.77,-,-,3,9,Data extracted via UNESCO API on: 2017-06-21T18:12:02,0,0,0,0,-,0
Adjusted net intake rate to the first grade of primary education  by sex,Southern Asia,364,Iran (Islamic Republic of),1999,Female,44.42,-,-,3,9,Data extracted via UNESCO API on: 2017-06-21T18:11:54,0,0,0,0,-,0
Adjusted net intake rate to the first grade of primary education  by sex,Southern Asia,364,Iran (Islamic Republic of),1999,Male,46.42,-,-,3,9,Data extracted via UNESCO API on: 2017-06-21T18:11:57,0,0,0,0,-,0
Adjusted net intake rate to the first grade of primary education  by sex,Southern Asia,364,Iran (Islamic Republic of),1999,Both sexes,45.44,-,-,3,9,Data extracted via UNESCO API on: 2017-06-21T18:12:01,0,0,0,0,-,0
Adjusted net intake rate to the first grade of primary education  by sex,Southern Asia,364,Iran (Islamic Republic of),2003,Female,85.59,-,-,1,9,Data extracted via UNESCO API on: 2017-06-21T18:11:54,0,0,0,0,-,0
Adjusted net intake rate to the first grade of primary education  by sex,Southern Asia,364,Iran (Islamic Republic of),2003,Male,87.37,-,-,1,9,Data extracted via UNESCO API on: 2017-06-21T18:11:57,0,0,0,0,-,0
Adjusted net intake rate to the first grade of primary education  by sex,Southern Asia,364,Iran (Islamic Republic of),2003,Both sexes,86.5,-,-,1,9,Data extracted via UNESCO API on: 2017-06-21T18:12:02,0,0,0,0,-,0
Adjusted net intake rate to the first grade of primary education  by sex,Southern Asia,364,Iran (Islamic Republic of),2000,Female,44.75,-,-,1,9,Data extracted via UNESCO API on: 2017-06-21T18:11:54,0,0,0,0,-,0
Adjusted net intake rate to the first grade of primary education  by sex,Southern Asia,364,Iran (Islamic Republic of),2000,Male,46.46,-,-,1,9,Data extracted via UNESCO API on: 2017-06-21T18:11:57,0,0,0,0,-,0
