48 - Proportion of ever-partnered women (aged 15-49) subjected to physical and/or sexual violence by a current or former intimate partner  in the last 12 months

Indicator Name,Region,Country Code,Country,Year,Sex,Value,LowerBound,UpperBound,NatureDataID,OriginDataID,Footnote1,Footnote2,Footnote3,Footnote4,Footnote5,Footnote6,Coverage
Proportion of ever-partnered women (aged 15-49) subjected to physical and/or sexual violence by a current or former intimate partner  in the last 12 months,Sub-Saharan Africa,454,Malawi,2004,Female,18.5,-,-,1,1,Source: DHS,Data pertains ever married women and excludes women who experienced physical violence during pregnancy only,Sample Size: 11 698 women 3 261 men,http://www.measuredhs.com/pubs/pdf/FR175/FR-175-MW04.pdf,-,-,-
Proportion of ever-partnered women (aged 15-49) subjected to physical and/or sexual violence by a current or former intimate partner  in the last 12 months,Sub-Saharan Africa,466,Mali,2013,Female,26.6,-,-,1,1,Source: DHS,Data pertains to 2012-2013,Sample Size: 10 424 women 4 399 men,http://dhsprogram.com/pubs/pdf/FR286/FR286.pdf,-,-,-
Proportion of ever-partnered women (aged 15-49) subjected to physical and/or sexual violence by a current or former intimate partner  in the last 12 months,Sub-Saharan Africa,508,Mozambique,2004,Female,18,-,-,1,1,Source: IVAWS,Data pertains to women aged 18-69,Sample Size: 2 015 women,http://www.endvawnow.org/uploads/browser/files/vaw_prevalence_matrix_15april_2011.pdf,-,-,-
Proportion of ever-partnered women (aged 15-49) subjected to physical and/or sexual violence by a current or former intimate partner  in the last 12 months,Sub-Saharan Africa,508,Mozambique,2011,Female,27.7,-,-,1,1,Source: DHS,0,Sample Size: 13 871 women 4 130 men,http://www.measuredhs.com/pubs/pdf/FR266/FR266.pdf,-,-,-
Proportion of ever-partnered women (aged 15-49) subjected to physical and/or sexual violence by a current or former intimate partner  in the last 12 months,Sub-Saharan Africa,516,Namibia,2013,Female,20.2,-,-,1,1,Source: DHS,0,0,-,-,-,-
Proportion of ever-partnered women (aged 15-49) subjected to physical and/or sexual violence by a current or former intimate partner  in the last 12 months,Sub-Saharan Africa,566,Nigeria,2008,Female,15.2,-,-,1,1,Source: DHS,0,Sample Size: 33 385 women 15 486 men,http://dhsprogram.com/pubs/pdf/FR222/FR222.pdf,-,-,-
Proportion of ever-partnered women (aged 15-49) subjected to physical and/or sexual violence by a current or former intimate partner  in the last 12 months,Sub-Saharan Africa,566,Nigeria,2013,Female,10.9,-,-,1,1,Source: DHS,0,Sample Size: 38 948 women  17 359 men,http://dhsprogram.com/pubs/pdf/FR293/FR293.pdf,-,-,-
Proportion of ever-partnered women (aged 15-49) subjected to physical and/or sexual violence by a current or former intimate partner  in the last 12 months,Sub-Saharan Africa,646,Rwanda,2010,Female,44.3,-,-,1,1,Source: DHS,0,Sample Size: 13 671 women 6 329 men,http://dhsprogram.com/pubs/pdf/FR259/FR259.pdf,-,-,-
Proportion of ever-partnered women (aged 15-49) subjected to physical and/or sexual violence by a current or former intimate partner  in the last 12 months,Sub-Saharan Africa,646,Rwanda,2015,Female,20.7,-,-,1,1,Source: DHS,0,0,-,-,-,-
Proportion of ever-partnered women (aged 15-49) subjected to physical and/or sexual violence by a current or former intimate partner  in the last 12 months,Sub-Saharan Africa,694,Sierra Leone,2013,Female,28.6,-,-,1,1,Source: DHS,0,Sample Size: 16 658 women 7 262 men,http://dhsprogram.com/pubs/pdf/FR297/FR297.pdf,-,-,-
Proportion of ever-partnered women (aged 15-49) subjected to physical and/or sexual violence by a current or former intimate partner  in the last 12 months,Sub-Saharan Africa,716,Zimbabwe,2006,Female,30.5,-,-,1,1,Source: DHS,Data pertains to 2005-2006,Sample Size: 8 907 women 7 175 men,http://www.measuredhs.com/pubs/pdf/FR186/FR186.pdf,-,-,-
Proportion of ever-partnered women (aged 15-49) subjected to physical and/or sexual violence by a current or former intimate partner  in the last 12 months,Sub-Saharan Africa,716,Zimbabwe,2011,Female,27.2,-,-,1,1,Source: DHS,Data pertains to 2010-2011,Sample Size: 9 171 women 7 480 men,http://www.measuredhs.com/pubs/pdf/FR254/FR254.pdf,-,-,-
Proportion of ever-partnered women (aged 15-49) subjected to physical and/or sexual violence by a current or former intimate partner  in the last 12 months,Sub-Saharan Africa,716,Zimbabwe,2015,Female,19.9,-,-,1,1,Source: DHS,0,0,-,-,-,-
Proportion of ever-partnered women (aged 15-49) subjected to physical and/or sexual violence by a current or former intimate partner  in the last 12 months,Sub-Saharan Africa,768,Togo,2014,Female,12.7,-,-,1,1,Source: DHS,0,0,-,-,-,-
Proportion of ever-partnered women (aged 15-49) subjected to physical and/or sexual violence by a current or former intimate partner  in the last 12 months,Sub-Saharan Africa,800,Uganda,2006,Female,45,-,-,1,1,Source: DHS,0,Sample Size: 8 531 women 2 503 men,http://www.measuredhs.com/pubs/pdf/FR194/FR194.pdf,-,-,-
Proportion of ever-partnered women (aged 15-49) subjected to physical and/or sexual violence by a current or former intimate partner  in the last 12 months,Sub-Saharan Africa,800,Uganda,2011,Female,34.6,-,-,1,1,Source: DHS,0,Sample Size: 8 674 women 2 295 men,http://www.measuredhs.com/publications/publication-FR264-DHS-Final-Reports.cfm,-,-,-
Proportion of ever-partnered women (aged 15-49) subjected to physical and/or sexual violence by a current or former intimate partner  in the last 12 months,Sub-Saharan Africa,834,United Republic of Tanzania,2010,Female,36.8,-,-,1,1,Source: DHS,0,Sample Size: 10 139 women 2 527 men,http://www.measuredhs.com/pubs/pdf/FR243/FR243[24June2011].pdf,-,-,-
Proportion of ever-partnered women (aged 15-49) subjected to physical and/or sexual violence by a current or former intimate partner  in the last 12 months,Sub-Saharan Africa,834,United Republic of Tanzania,2016,Female,29.6,-,-,1,1,Source: DHS,0,0,-,-,-,-
Proportion of ever-partnered women (aged 15-49) subjected to physical and/or sexual violence by a current or former intimate partner  in the last 12 months,Sub-Saharan Africa,854,Burkina Faso,2010,Female,9.6,-,-,1,1,Source: DHS,0,Sample Size: 17 087 women 7 307 men,http://dhsprogram.com/pubs/pdf/FR256/FR256.pdf,-,-,-
Proportion of ever-partnered women (aged 15-49) subjected to physical and/or sexual violence by a current or former intimate partner  in the last 12 months,Sub-Saharan Africa,894,Zambia,2007,Female,43,-,-,1,1,Source: DHS,0,Sample Size: 7 146 women 6 500 men,http://www.measuredhs.com/pubs/pdf/FR211/FR211[revised-05-12-2009].pdf,-,-,-
Proportion of ever-partnered women (aged 15-49) subjected to physical and/or sexual violence by a current or former intimate partner  in the last 12 months,Sub-Saharan Africa,894,Zambia,2014,Female,26.7,-,-,1,1,Source: DHS,0,0,-,-,-,-
Proportion of ever-partnered women (aged 15-49) subjected to physical and/or sexual violence by a current or former intimate partner  in the last 12 months,Latin America and the Caribbean,68,Bolivia (Plurinational State of),2016,Female,26.1,-,-,1,1,Source: Other,Data pertains to women aged 15+,Sample Size: 7241,0,-,-,-
Proportion of ever-partnered women (aged 15-49) subjected to physical and/or sexual violence by a current or former intimate partner  in the last 12 months,Latin America and the Caribbean,214,Dominican Republic,1999,Female,17,-,-,1,1,Source: DHS,0,Sample Size: 1 286 women,http://dhsprogram.com/pubs/pdf/FR190/FR190.pdf,-,-,-
Proportion of ever-partnered women (aged 15-49) subjected to physical and/or sexual violence by a current or former intimate partner  in the last 12 months,Latin America and the Caribbean,214,Dominican Republic,2007,Female,11.7,-,-,1,1,Source: DHS,0,Sample Size: 27 195 women (7 719 in the subsample for violence) 27 975 men,http://dhsprogram.com/pubs/pdf/FR205/FR205.pdf,-,-,-
