9 - Informal employment as a percentage of total non-agricultural employment  by sex

Indicator Name,Region,Country Code,Country,Year,Sex,Value,LowerBound,UpperBound,NatureDataID,OriginDataID,Footnote1,Footnote2,Footnote3,Footnote4,Footnote5,Footnote6,Coverage
Informal employment as a percentage of total non-agricultural employment  by sex,Southern Asia,586,Pakistan,2010,Female,75.71,-,-,1,1,Informal employees: Do not have a written contract  do not have social security coverage  and are not entitled to annual vacations,-,-,-,-,-,Population coverage: Excluding armed forces and/or conscripts
Informal employment as a percentage of total non-agricultural employment  by sex,Southern Asia,586,Pakistan,2010,Male,78.65,-,-,1,1,Informal employees: Do not have a written contract  do not have social security coverage  and are not entitled to annual vacations,-,-,-,-,-,Population coverage: Excluding armed forces and/or conscripts
Informal employment as a percentage of total non-agricultural employment  by sex,Southern Asia,586,Pakistan,2010,Both sexes,78.36,-,-,1,1,Informal employees: Do not have a written contract  do not have social security coverage  and are not entitled to annual vacations,-,-,-,-,-,Population coverage: Excluding armed forces and/or conscripts
Informal employment as a percentage of total non-agricultural employment  by sex,Developed regions,8,Albania,2013,Female,32.78,-,-,1,1,Type of workers in informal employment: Employers  own account workers or members of producers' cooperatives in the informal sector; contributing family workers in the informal sector; and contributing family workers in the formal sector,Informal employees: Do not have a written contract  and do not have social security coverage,-,-,-,-,Population coverage: Excluding both institutional population and armed forces and/or conscripts
Informal employment as a percentage of total non-agricultural employment  by sex,Developed regions,8,Albania,2013,Male,49.26,-,-,1,1,Type of workers in informal employment: Employers  own account workers or members of producers' cooperatives in the informal sector; contributing family workers in the informal sector; and contributing family workers in the formal sector,Informal employees: Do not have a written contract  and do not have social security coverage,-,-,-,-,Population coverage: Excluding both institutional population and armed forces and/or conscripts
Informal employment as a percentage of total non-agricultural employment  by sex,Developed regions,8,Albania,2013,Both sexes,43.03,-,-,1,1,Type of workers in informal employment: Employers  own account workers or members of producers' cooperatives in the informal sector; contributing family workers in the informal sector; and contributing family workers in the formal sector,Informal employees: Do not have a written contract  and do not have social security coverage,-,-,-,-,Population coverage: Excluding both institutional population and armed forces and/or conscripts
Informal employment as a percentage of total non-agricultural employment  by sex,Developed regions,300,Greece,2015,Female,3.64,-,-,1,1,Type of workers in informal employment: Employers  own account workers or members of producers' cooperatives in the informal sector; contributing family workers in the informal sector; and contributing family workers in the formal sector,Economic units in the informal sector: Are not registered,-,-,-,-,Population coverage: Excluding institutional population
Informal employment as a percentage of total non-agricultural employment  by sex,Developed regions,300,Greece,2015,Male,3.06,-,-,1,1,Type of workers in informal employment: Employers  own account workers or members of producers' cooperatives in the informal sector; contributing family workers in the informal sector; and contributing family workers in the formal sector,Economic units in the informal sector: Are not registered,-,-,-,-,Population coverage: Excluding institutional population
Informal employment as a percentage of total non-agricultural employment  by sex,Developed regions,300,Greece,2015,Both sexes,3.3,-,-,1,1,Type of workers in informal employment: Employers  own account workers or members of producers' cooperatives in the informal sector; contributing family workers in the informal sector; and contributing family workers in the formal sector,Economic units in the informal sector: Are not registered,-,-,-,-,Population coverage: Excluding institutional population
Informal employment as a percentage of total non-agricultural employment  by sex,Developed regions,498,Republic of Moldova,2009,Female,11.37,-,-,1,1,Type of workers in informal employment: Employers  own account workers or members of producers' cooperatives in the informal sector; contributing family workers in the informal sector; and contributing family workers in the formal sector,Informal employees: Do not have a written contract  and do not have social security coverage,-,-,-,-,Geographical coverage: Total national  excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts
Informal employment as a percentage of total non-agricultural employment  by sex,Developed regions,498,Republic of Moldova,2009,Male,20.82,-,-,1,1,Type of workers in informal employment: Employers  own account workers or members of producers' cooperatives in the informal sector; contributing family workers in the informal sector; and contributing family workers in the formal sector,Informal employees: Do not have a written contract  and do not have social security coverage,-,-,-,-,Geographical coverage: Total national  excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts
Informal employment as a percentage of total non-agricultural employment  by sex,Developed regions,498,Republic of Moldova,2009,Both sexes,15.92,-,-,1,1,Type of workers in informal employment: Employers  own account workers or members of producers' cooperatives in the informal sector; contributing family workers in the informal sector; and contributing family workers in the formal sector,Informal employees: Do not have a written contract  and do not have social security coverage,-,-,-,-,Geographical coverage: Total national  excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts
Informal employment as a percentage of total non-agricultural employment  by sex,Developed regions,498,Republic of Moldova,2011,Female,10.54,-,-,1,1,Type of workers in informal employment: Employers  own account workers or members of producers' cooperatives in the informal sector; contributing family workers in the informal sector; and contributing family workers in the formal sector,Informal employees: Do not have a written contract  and do not have social security coverage,-,-,-,-,Geographical coverage: Total national  excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts
Informal employment as a percentage of total non-agricultural employment  by sex,Developed regions,498,Republic of Moldova,2011,Male,19.89,-,-,1,1,Type of workers in informal employment: Employers  own account workers or members of producers' cooperatives in the informal sector; contributing family workers in the informal sector; and contributing family workers in the formal sector,Informal employees: Do not have a written contract  and do not have social security coverage,-,-,-,-,Geographical coverage: Total national  excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts
Informal employment as a percentage of total non-agricultural employment  by sex,Developed regions,498,Republic of Moldova,2011,Both sexes,15.05,-,-,1,1,Type of workers in informal employment: Employers  own account workers or members of producers' cooperatives in the informal sector; contributing family workers in the informal sector; and contributing family workers in the formal sector,Informal employees: Do not have a written contract  and do not have social security coverage,-,-,-,-,Geographical coverage: Total national  excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts
Informal employment as a percentage of total non-agricultural employment  by sex,Developed regions,498,Republic of Moldova,2012,Female,8.63,-,-,1,1,Type of workers in informal employment: Employers  own account workers or members of producers' cooperatives in the informal sector; contributing family workers in the informal sector; and contributing family workers in the formal sector,Informal employees: Do not have a written contract  and do not have social security coverage,-,-,-,-,Geographical coverage: Total national  excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts
Informal employment as a percentage of total non-agricultural employment  by sex,Developed regions,498,Republic of Moldova,2012,Male,18.98,-,-,1,1,Type of workers in informal employment: Employers  own account workers or members of producers' cooperatives in the informal sector; contributing family workers in the informal sector; and contributing family workers in the formal sector,Informal employees: Do not have a written contract  and do not have social security coverage,-,-,-,-,Geographical coverage: Total national  excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts
Informal employment as a percentage of total non-agricultural employment  by sex,Developed regions,498,Republic of Moldova,2012,Both sexes,13.6,-,-,1,1,Type of workers in informal employment: Employers  own account workers or members of producers' cooperatives in the informal sector; contributing family workers in the informal sector; and contributing family workers in the formal sector,Informal employees: Do not have a written contract  and do not have social security coverage,-,-,-,-,Geographical coverage: Total national  excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts
Informal employment as a percentage of total non-agricultural employment  by sex,Developed regions,498,Republic of Moldova,2013,Female,8.59,-,-,1,1,Type of workers in informal employment: Employers  own account workers or members of producers' cooperatives in the informal sector; contributing family workers in the informal sector; and contributing family workers in the formal sector,Informal employees: Do not have a written contract  and do not have social security coverage,-,-,-,-,Geographical coverage: Total national  excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts
Informal employment as a percentage of total non-agricultural employment  by sex,Developed regions,498,Republic of Moldova,2013,Male,18.96,-,-,1,1,Type of workers in informal employment: Employers  own account workers or members of producers' cooperatives in the informal sector; contributing family workers in the informal sector; and contributing family workers in the formal sector,Informal employees: Do not have a written contract  and do not have social security coverage,-,-,-,-,Geographical coverage: Total national  excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts
Informal employment as a percentage of total non-agricultural employment  by sex,Developed regions,498,Republic of Moldova,2013,Both sexes,13.58,-,-,1,1,Type of workers in informal employment: Employers  own account workers or members of producers' cooperatives in the informal sector; contributing family workers in the informal sector; and contributing family workers in the formal sector,Informal employees: Do not have a written contract  and do not have social security coverage,-,-,-,-,Geographical coverage: Total national  excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts
Informal employment as a percentage of total non-agricultural employment  by sex,Developed regions,498,Republic of Moldova,2014,Female,7.91,-,-,1,1,Type of workers in informal employment: Employers  own account workers or members of producers' cooperatives in the informal sector; contributing family workers in the informal sector; and contributing family workers in the formal sector,Informal employees: Do not have a written contract  and do not have social security coverage,-,-,-,-,Geographical coverage: Total national  excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts
Informal employment as a percentage of total non-agricultural employment  by sex,Developed regions,498,Republic of Moldova,2014,Male,19.88,-,-,1,1,Type of workers in informal employment: Employers  own account workers or members of producers' cooperatives in the informal sector; contributing family workers in the informal sector; and contributing family workers in the formal sector,Informal employees: Do not have a written contract  and do not have social security coverage,-,-,-,-,Geographical coverage: Total national  excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts
Informal employment as a percentage of total non-agricultural employment  by sex,Developed regions,498,Republic of Moldova,2014,Both sexes,13.56,-,-,1,1,Type of workers in informal employment: Employers  own account workers or members of producers' cooperatives in the informal sector; contributing family workers in the informal sector; and contributing family workers in the formal sector,Informal employees: Do not have a written contract  and do not have social security coverage,-,-,-,-,Geographical coverage: Total national  excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts
Informal employment as a percentage of total non-agricultural employment  by sex,Developed regions,498,Republic of Moldova,2015,Female,4.1,-,-,1,1,Type of workers in informal employment: Employers  own account workers or members of producers' cooperatives in the informal sector; contributing family workers in the informal sector; and producers exclusively for own final use,Economic units in the informal sector: Produce goods or services for sale or barter; are owned by household member; and are not registered,-,-,-,-,Geographical coverage: Total national  excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts
Informal employment as a percentage of total non-agricultural employment  by sex,Developed regions,498,Republic of Moldova,2015,Male,14.4,-,-,1,1,Type of workers in informal employment: Employers  own account workers or members of producers' cooperatives in the informal sector; contributing family workers in the informal sector; and producers exclusively for own final use,Economic units in the informal sector: Produce goods or services for sale or barter; are owned by household member; and are not registered,-,-,-,-,Geographical coverage: Total national  excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts
Informal employment as a percentage of total non-agricultural employment  by sex,Developed regions,498,Republic of Moldova,2015,Both sexes,8.9,-,-,1,1,Type of workers in informal employment: Employers  own account workers or members of producers' cooperatives in the informal sector; contributing family workers in the informal sector; and producers exclusively for own final use,Economic units in the informal sector: Produce goods or services for sale or barter; are owned by household member; and are not registered,-,-,-,-,Geographical coverage: Total national  excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts
Informal employment as a percentage of total non-agricultural employment  by sex,Developed regions,643,Russian Federation,2015,Female,15.1,-,-,1,1,Type of workers in informal employment: Employers  own account workers or members of producers' cooperatives in the informal sector; contributing family workers in the informal sector; and contributing family workers in the formal sector,-,-,-,-,-,Population coverage: Excluding institutional population
Informal employment as a percentage of total non-agricultural employment  by sex,Developed regions,643,Russian Federation,2015,Male,18.6,-,-,1,1,Type of workers in informal employment: Employers  own account workers or members of producers' cooperatives in the informal sector; contributing family workers in the informal sector; and contributing family workers in the formal sector,-,-,-,-,-,Population coverage: Excluding institutional population
Informal employment as a percentage of total non-agricultural employment  by sex,Developed regions,643,Russian Federation,2015,Both sexes,16.9,-,-,1,1,Type of workers in informal employment: Employers  own account workers or members of producers' cooperatives in the informal sector; contributing family workers in the informal sector; and contributing family workers in the formal sector,-,-,-,-,-,Population coverage: Excluding institutional population
Informal employment as a percentage of total non-agricultural employment  by sex,Developed regions,688,Serbia,2010,Female,4.29,-,-,1,1,Type of workers in informal employment: Employers  own account workers or members of producers' cooperatives in the informal sector; contributing family workers in the informal sector; and producers exclusively for own final use,Informal employees: Do not have social security coverage  are not entitled to annual vacations  and are not entitled to paid sick leave,-,-,-,-,Geographical coverage: Total national  excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts
Informal employment as a percentage of total non-agricultural employment  by sex,Developed regions,688,Serbia,2010,Male,7.47,-,-,1,1,Type of workers in informal employment: Employers  own account workers or members of producers' cooperatives in the informal sector; contributing family workers in the informal sector; and producers exclusively for own final use,Informal employees: Do not have social security coverage  are not entitled to annual vacations  and are not entitled to paid sick leave,-,-,-,-,Geographical coverage: Total national  excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts
Informal employment as a percentage of total non-agricultural employment  by sex,Developed regions,688,Serbia,2010,Both sexes,6.09,-,-,1,1,Type of workers in informal employment: Employers  own account workers or members of producers' cooperatives in the informal sector; contributing family workers in the informal sector; and producers exclusively for own final use,Informal employees: Do not have social security coverage  are not entitled to annual vacations  and are not entitled to paid sick leave,-,-,-,-,Geographical coverage: Total national  excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts
Informal employment as a percentage of total non-agricultural employment  by sex,Developed regions,688,Serbia,2011,Female,3.8,-,-,1,1,Type of workers in informal employment: Employers  own account workers or members of producers' cooperatives in the informal sector; contributing family workers in the informal sector; and producers exclusively for own final use,Informal employees: Do not have social security coverage  are not entitled to annual vacations  and are not entitled to paid sick leave,-,-,-,-,Geographical coverage: Total national  excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts
Informal employment as a percentage of total non-agricultural employment  by sex,Developed regions,688,Serbia,2011,Male,7.5,-,-,1,1,Type of workers in informal employment: Employers  own account workers or members of producers' cooperatives in the informal sector; contributing family workers in the informal sector; and producers exclusively for own final use,Informal employees: Do not have social security coverage  are not entitled to annual vacations  and are not entitled to paid sick leave,-,-,-,-,Geographical coverage: Total national  excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts
Informal employment as a percentage of total non-agricultural employment  by sex,Developed regions,688,Serbia,2011,Both sexes,5.91,-,-,1,1,Type of workers in informal employment: Employers  own account workers or members of producers' cooperatives in the informal sector; contributing family workers in the informal sector; and producers exclusively for own final use,Informal employees: Do not have social security coverage  are not entitled to annual vacations  and are not entitled to paid sick leave,-,-,-,-,Geographical coverage: Total national  excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts
Informal employment as a percentage of total non-agricultural employment  by sex,Developed regions,688,Serbia,2012,Female,3.66,-,-,1,1,Type of workers in informal employment: Employers  own account workers or members of producers' cooperatives in the informal sector; contributing family workers in the informal sector; and producers exclusively for own final use,Informal employees: Do not have social security coverage  are not entitled to annual vacations  and are not entitled to paid sick leave,-,-,-,-,Geographical coverage: Total national  excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts
Informal employment as a percentage of total non-agricultural employment  by sex,Developed regions,688,Serbia,2012,Male,6.45,-,-,1,1,Type of workers in informal employment: Employers  own account workers or members of producers' cooperatives in the informal sector; contributing family workers in the informal sector; and producers exclusively for own final use,Informal employees: Do not have social security coverage  are not entitled to annual vacations  and are not entitled to paid sick leave,-,-,-,-,Geographical coverage: Total national  excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts
Informal employment as a percentage of total non-agricultural employment  by sex,Developed regions,688,Serbia,2012,Both sexes,5.25,-,-,1,1,Type of workers in informal employment: Employers  own account workers or members of producers' cooperatives in the informal sector; contributing family workers in the informal sector; and producers exclusively for own final use,Informal employees: Do not have social security coverage  are not entitled to annual vacations  and are not entitled to paid sick leave,-,-,-,-,Geographical coverage: Total national  excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts
Informal employment as a percentage of total non-agricultural employment  by sex,Developed regions,688,Serbia,2013,Female,4.9,-,-,1,1,Type of workers in informal employment: Employers  own account workers or members of producers' cooperatives in the informal sector; contributing family workers in the informal sector; and producers exclusively for own final use,Informal employees: Do not have social security coverage  are not entitled to annual vacations  and are not entitled to paid sick leave,-,-,-,-,Geographical coverage: Total national  excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts
Informal employment as a percentage of total non-agricultural employment  by sex,Developed regions,688,Serbia,2013,Male,7.9,-,-,1,1,Type of workers in informal employment: Employers  own account workers or members of producers' cooperatives in the informal sector; contributing family workers in the informal sector; and producers exclusively for own final use,Informal employees: Do not have social security coverage  are not entitled to annual vacations  and are not entitled to paid sick leave,-,-,-,-,Geographical coverage: Total national  excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts
Informal employment as a percentage of total non-agricultural employment  by sex,Developed regions,688,Serbia,2013,Both sexes,6.61,-,-,1,1,Type of workers in informal employment: Employers  own account workers or members of producers' cooperatives in the informal sector; contributing family workers in the informal sector; and producers exclusively for own final use,Informal employees: Do not have social security coverage  are not entitled to annual vacations  and are not entitled to paid sick leave,-,-,-,-,Geographical coverage: Total national  excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts
Informal employment as a percentage of total non-agricultural employment  by sex,Developed regions,688,Serbia,2014,Female,7.31,-,-,1,1,Age coverage - maximum age: 64 years old,Type of workers in informal employment: Employers  own account workers or members of producers' cooperatives in the informal sector; contributing family workers in the informal sector; and contributing family workers in the formal sector,Informal employees: Do not have a written contract,-,-,-,Geographical coverage: Total national  excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts
Informal employment as a percentage of total non-agricultural employment  by sex,Developed regions,688,Serbia,2014,Male,10.21,-,-,1,1,Age coverage - maximum age: 64 years old,Type of workers in informal employment: Employers  own account workers or members of producers' cooperatives in the informal sector; contributing family workers in the informal sector; and contributing family workers in the formal sector,Informal employees: Do not have a written contract,-,-,-,Geographical coverage: Total national  excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts
Informal employment as a percentage of total non-agricultural employment  by sex,Developed regions,688,Serbia,2014,Both sexes,8.93,-,-,1,1,Age coverage - maximum age: 64 years old,Type of workers in informal employment: Employers  own account workers or members of producers' cooperatives in the informal sector; contributing family workers in the informal sector; and contributing family workers in the formal sector,Informal employees: Do not have a written contract,-,-,-,Geographical coverage: Total national  excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts
Informal employment as a percentage of total non-agricultural employment  by sex,Developed regions,688,Serbia,2015,Female,9.4,-,-,1,1,Type of workers in informal employment: Employers  own account workers or members of producers' cooperatives in the informal sector; contributing family workers in the informal sector; and contributing family workers in the formal sector,Economic units in the informal sector: Are not registered,-,-,-,-,Geographical coverage: Total national  excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts
Informal employment as a percentage of total non-agricultural employment  by sex,Developed regions,688,Serbia,2015,Male,12.5,-,-,1,1,Type of workers in informal employment: Employers  own account workers or members of producers' cooperatives in the informal sector; contributing family workers in the informal sector; and contributing family workers in the formal sector,Economic units in the informal sector: Are not registered,-,-,-,-,Geographical coverage: Total national  excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts
Informal employment as a percentage of total non-agricultural employment  by sex,Developed regions,688,Serbia,2015,Both sexes,11.1,-,-,1,1,Type of workers in informal employment: Employers  own account workers or members of producers' cooperatives in the informal sector; contributing family workers in the informal sector; and contributing family workers in the formal sector,Economic units in the informal sector: Are not registered,-,-,-,-,Geographical coverage: Total national  excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts
Informal employment as a percentage of total non-agricultural employment  by sex,Developed regions,804,Ukraine,2014,Female,13.49,-,-,1,1,Age coverage - maximum age: 70 years old,Type of workers in informal employment: Employers  own account workers or members of producers' cooperatives in the informal sector; contributing family workers in the informal sector; and contributing family workers in the formal sector,Informal employees: Do not have a written contract  do not have social security coverage  are not entitled to annual vacations  and are not entitled to paid sick leave,-,-,-,Geographical coverage: Total national  excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts
Informal employment as a percentage of total non-agricultural employment  by sex,Developed regions,804,Ukraine,2014,Male,21.62,-,-,1,1,Age coverage - maximum age: 70 years old,Type of workers in informal employment: Employers  own account workers or members of producers' cooperatives in the informal sector; contributing family workers in the informal sector; and contributing family workers in the formal sector,Informal employees: Do not have a written contract  do not have social security coverage  are not entitled to annual vacations  and are not entitled to paid sick leave,-,-,-,Geographical coverage: Total national  excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts
Informal employment as a percentage of total non-agricultural employment  by sex,Developed regions,804,Ukraine,2014,Both sexes,17.61,-,-,1,1,Age coverage - maximum age: 70 years old,Type of workers in informal employment: Employers  own account workers or members of producers' cooperatives in the informal sector; contributing family workers in the informal sector; and contributing family workers in the formal sector,Informal employees: Do not have a written contract  do not have social security coverage  are not entitled to annual vacations  and are not entitled to paid sick leave,-,-,-,Geographical coverage: Total national  excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts
Informal employment as a percentage of total non-agricultural employment  by sex,Developed regions,804,Ukraine,2015,Female,55.1,-,-,1,1,Type of workers in informal employment: Employers  own account workers or members of producers' cooperatives in the informal sector; contributing family workers in the informal sector; and contributing family workers in the formal sector,Economic units in the informal sector: Produce goods or services for sale or barter; are owned by household member; do not keep a complete set of accounts; are below a certain size; are not registered; are not households employing paid domestic workers; and are not producers of goods exclusively for own final use,-,-,-,-,Geographical coverage: Total national  excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts
Informal employment as a percentage of total non-agricultural employment  by sex,Developed regions,804,Ukraine,2015,Male,65.8,-,-,1,1,Type of workers in informal employment: Employers  own account workers or members of producers' cooperatives in the informal sector; contributing family workers in the informal sector; and contributing family workers in the formal sector,Economic units in the informal sector: Produce goods or services for sale or barter; are owned by household member; do not keep a complete set of accounts; are below a certain size; are not registered; are not households employing paid domestic workers; and are not producers of goods exclusively for own final use,-,-,-,-,Geographical coverage: Total national  excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts
Informal employment as a percentage of total non-agricultural employment  by sex,Developed regions,804,Ukraine,2015,Both sexes,61.4,-,-,1,1,Type of workers in informal employment: Employers  own account workers or members of producers' cooperatives in the informal sector; contributing family workers in the informal sector; and contributing family workers in the formal sector,Economic units in the informal sector: Produce goods or services for sale or barter; are owned by household member; do not keep a complete set of accounts; are below a certain size; are not registered; are not households employing paid domestic workers; and are not producers of goods exclusively for own final use,-,-,-,-,Geographical coverage: Total national  excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts
Informal employment as a percentage of total non-agricultural employment  by sex,Developed regions,807,The former Yugoslav Republic of Macedonia,2010,Female,7.61,-,-,1,1,Informal employees: Do not have a written contract  and are not entitled to annual vacations,-,-,-,-,-,-
Informal employment as a percentage of total non-agricultural employment  by sex,Developed regions,807,The former Yugoslav Republic of Macedonia,2010,Male,15.05,-,-,1,1,Informal employees: Do not have a written contract  and are not entitled to annual vacations,-,-,-,-,-,-
Informal employment as a percentage of total non-agricultural employment  by sex,Developed regions,807,The former Yugoslav Republic of Macedonia,2010,Both sexes,12.4,-,-,1,1,Informal employees: Do not have a written contract  and are not entitled to annual vacations,-,-,-,-,-,-
Informal employment as a percentage of total non-agricultural employment  by sex,Oceania,882,Samoa,2012,Female,8.94,-,-,1,1,Break in series: Methodology revised,Break in series,-,-,-,-,Data reference period: October
Informal employment as a percentage of total non-agricultural employment  by sex,Oceania,882,Samoa,2012,Male,15.65,-,-,1,1,Break in series: Methodology revised,Break in series,-,-,-,-,Data reference period: October
Informal employment as a percentage of total non-agricultural employment  by sex,Oceania,882,Samoa,2012,Both sexes,13.09,-,-,1,1,Break in series: Methodology revised,Break in series,-,-,-,-,Data reference period: October
Informal employment as a percentage of total non-agricultural employment  by sex,Sub-Saharan Africa,270,Gambia,2012,Female,69.67,-,-,1,1,Break in series: Methodology revised,Break in series,-,-,-,-,-
Informal employment as a percentage of total non-agricultural employment  by sex,Sub-Saharan Africa,270,Gambia,2012,Male,55.03,-,-,1,1,Break in series: Methodology revised,Break in series,-,-,-,-,-
Informal employment as a percentage of total non-agricultural employment  by sex,Sub-Saharan Africa,270,Gambia,2012,Both sexes,60.82,-,-,1,1,Break in series: Methodology revised,Break in series,-,-,-,-,-
Informal employment as a percentage of total non-agricultural employment  by sex,Sub-Saharan Africa,426,Lesotho,2008,Female,36.11,-,-,1,1,Age coverage - minimum age: 10 years old,Informal employees: Do not have a written contract  and do not have social security coverage,-,-,-,-,-
Informal employment as a percentage of total non-agricultural employment  by sex,Sub-Saharan Africa,426,Lesotho,2008,Male,34.06,-,-,1,1,Age coverage - minimum age: 10 years old,Informal employees: Do not have a written contract  and do not have social security coverage,-,-,-,-,-
Informal employment as a percentage of total non-agricultural employment  by sex,Sub-Saharan Africa,426,Lesotho,2008,Both sexes,34.93,-,-,1,1,Age coverage - minimum age: 10 years old,Informal employees: Do not have a written contract  and do not have social security coverage,-,-,-,-,-
Informal employment as a percentage of total non-agricultural employment  by sex,Sub-Saharan Africa,430,Liberia,2010,Female,70.95,-,-,1,1,Break in series: Methodology revised,Break in series,-,-,-,-,-
